"Latitude (decimal degrees):	42.088",,,,,,
"Longitude (decimal degrees):	2.816",,,,,,
"Elevation (m):	99",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	1.0",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20231121:1210,630.98,857.2,27.5,14.75,0.48,0
20231121:1310,333.88,420.35,24.23,15.18,1.59,0
20231121:1410,302.69,380.32,18.4,15.3,1.93,0
20231121:1510,123.29,165,10.6,14.93,2.07,0
20231121:1610,0,3.62,1.38,13.52,2.28,0
20231121:1710,0,0,0,12.65,2.28,0
20231121:1810,0,0,0,11.85,2.76,0
20231121:1910,0,0,0,12,3.79,0
20231121:2010,0,0,0,11.73,4.48,0
20231121:2110,0,0,0,11.55,4.97,0
20231121:2210,0,0,0,11.4,5.24,0
20231121:2310,0,0,0,11.22,5.31,0
20231122:0010,0,0,0,11.07,5.24,0
20231122:0110,0,0,0,10.91,5.1,0
20231122:0210,0,0,0,10.62,4.9,0
20231122:0310,0,0,0,10.37,4.83,0
20231122:0410,0,0,0,10.22,4.97,0
20231122:0510,0,0,0,10.13,5.38,0
20231122:0610,0,0,0,10.11,5.93,0
20231122:0710,34.62,60.37,2.9,10.58,7.03,0
20231122:0810,314.45,382.54,11.89,11.28,7.86,0
20231122:0910,504.91,610.56,19.38,12.06,6.97,0
20231122:1010,632.06,771.54,24.79,12.81,7.86,0
20231122:1110,694.99,853.55,27.55,13.43,8.69,0
20231122:1210,686.74,846.16,27.29,13.83,8.34,0
20231122:1310,617.92,756.15,24.05,14,8.21,0
20231122:1410,461.9,560.81,18.24,13.95,7.72,0
20231122:1510,257.43,321,10.46,13.56,7.31,0
20231122:1610,0,0,0,12.84,7.72,0
20231122:1710,0,0,0,12.08,7.59,0
20231122:1810,0,0,0,11.54,7.24,0
20231122:1910,0,0,0,11.19,6.97,0
20231122:2010,0,0,0,10.77,6.14,0
20231122:2110,0,0,0,10.28,5.45,0
20231122:2210,0,0,0,9.86,5.1,0
20231122:2310,0,0,0,9.38,4.76,0
20231123:0010,0,0,0,8.83,4.48,0
20231123:0110,0,0,0,8.38,4.41,0
20231123:0210,0,0,0,8.01,4.34,0
20231123:0310,0,0,0,7.65,4.14,0
20231123:0410,0,0,0,7.37,3.72,0
20231123:0510,0,0,0,7.03,3.38,0
20231123:0610,0,0,0,6.78,3.31,0
20231123:0710,30.59,54.39,2.7,6.91,3.66,0
20231123:0810,309.4,376.82,11.68,7.59,3.17,0
20231123:0910,478.14,586.55,19.16,9.9,3.03,0
20231123:1010,593.25,745.75,24.57,12.22,3.45,0
20231123:1110,651.88,833.31,27.33,13.89,3.79,0
20231123:1210,644.39,827.63,27.08,15.01,3.79,0
20231123:1310,580.97,739.15,23.87,15.6,3.79,0
20231123:1410,436.35,548.29,18.09,15.77,3.24,0
20231123:1510,250.32,320.04,10.33,15.21,2.55,0
20231123:1610,0,0,0,13.99,1.93,0
20231123:1710,0,0,0,11.93,1.59,0
20231123:1810,0,0,0,10.83,1.86,0
20231123:1910,0,0,0,10.48,2.48,0
20231123:2010,0,0,0,9.27,2.48,0
20231123:2110,0,0,0,8.28,2.41,0
20231123:2210,0,0,0,7.6,2.48,0
20231123:2310,0,0,0,7.24,2.41,0
20231124:0010,0,0,0,7.1,2.34,0
20231124:0110,0,0,0,6.88,2.28,0
20231124:0210,0,0,0,6.7,2.21,0
20231124:0310,0,0,0,6.67,2.34,0
20231124:0410,0,0,0,6.43,2.34,0
20231124:0510,0,0,0,6.12,2.14,0
20231124:0610,0,0,0,5.89,1.93,0
20231124:0710,15.98,33.67,2.5,6.75,2.41,0
20231124:0810,131.46,168.67,11.47,7.73,2.41,0
20231124:0910,423.67,524.73,18.95,10.62,1.72,0
20231124:1010,447.87,572.76,24.35,14.22,0.9,0
20231124:1110,271.38,347.39,27.12,16.64,0.69,0
20231124:1210,610.44,815.57,26.89,17.04,1.52,0
20231124:1310,570.67,745.62,23.69,17.48,2.34,0
20231124:1410,430.4,546.57,17.94,17.31,2.83,0
20231124:1510,287.49,369.8,10.21,16.5,2.34,0
20231124:1610,0,0,0,15.12,1.93,0
20231124:1710,0,0,0,12.99,1.66,0
20231124:1810,0,0,0,11.85,1.79,0
20231124:1910,0,0,0,11.74,2.76,0
20231124:2010,0,0,0,10.51,2.48,0
20231124:2110,0,0,0,9.49,2.21,0
20231124:2210,0,0,0,8.61,2.07,0
20231124:2310,0,0,0,8.08,2.21,0
20231125:0010,0,0,0,7.95,2.55,0
20231125:0110,0,0,0,7.58,2.62,0
20231125:0210,0,0,0,7.49,2.83,0
20231125:0310,0,0,0,7.53,3.31,0
20231125:0410,0,0,0,7.67,3.93,0
20231125:0510,0,0,0,7.87,4.69,0
20231125:0610,0,0,0,8.08,5.17,0
20231125:0710,6.07,18.01,2.3,8.18,4.83,0
20231125:0810,141.74,180.24,11.27,8.59,4.97,0
20231125:0910,133.9,171.31,18.73,9.87,5.45,0
20231125:1010,222.75,273.23,24.14,10.71,5.79,0
20231125:1110,597.83,733.15,26.91,11.36,5.66,0
20231125:1210,610.76,756.16,26.7,12.2,5.24,0
20231125:1310,620.75,774.11,23.53,12.57,4.76,0
20231125:1410,490.4,605.06,17.8,12.79,4.34,0
20231125:1510,222.04,279.67,10.1,12.33,4,0
20231125:1610,0,0,0,11.03,3.79,0
20231125:1710,0,0,0,9.73,3.66,0
20231125:1810,0,0,0,8.78,3.31,0
20231125:1910,0,0,0,8.73,3.31,0
20231125:2010,0,0,0,8.27,3.17,0
20231125:2110,0,0,0,7.95,2.97,0
20231125:2210,0,0,0,7.56,2.69,0
20231125:2310,0,0,0,7.24,2.21,0
20231126:0010,0,0,0,6.94,1.79,0
20231126:0110,0,0,0,6.33,1.52,0
20231126:0210,0,0,0,6.07,1.31,0
20231126:0310,0,0,0,6.2,1.1,0
20231126:0410,0,0,0,6.47,0.9,0
20231126:0510,0,0,0,6.94,0.69,0
20231126:0610,0,0,0,6.97,0.62,0
20231126:0710,0.8,7.57,2.11,6.23,0.83,0
20231126:0810,73.27,101.61,11.07,7.16,0.41,0
20231126:0910,123.7,160.78,18.53,8.78,0.34,0
20231126:1010,586.61,758.43,23.93,10.03,0.76,0
20231126:1110,620.76,811.2,26.71,11.37,1.1,0
20231126:1210,616.57,805.02,26.51,12.41,1.38,0
20231126:1310,550.29,706.71,23.37,13.17,1.59,0
20231126:1410,423.25,532.84,17.67,13.54,1.66,0
20231126:1510,217.83,279.4,9.99,13.61,1.31,0
20231126:1610,0,0,0,12.73,1.38,0
20231126:1710,0,0,0,11.38,1.03,0
20231126:1810,0,0,0,11.14,0.07,0
20231126:1910,0,0,0,8.86,1.24,0
20231126:2010,0,0,0,7.85,1.72,0
20231126:2110,0,0,0,7.35,1.93,0
20231126:2210,0,0,0,6.39,1.93,0
20231126:2310,0,0,0,5.82,1.79,0
20231127:0010,0,0,0,5.62,1.66,0
20231127:0110,0,0,0,5.65,1.52,0
20231127:0210,0,0,0,5.98,1.52,0
20231127:0310,0,0,0,6.31,1.59,0
20231127:0410,0,0,0,6.51,1.72,0
20231127:0510,0,0,0,6.44,1.93,0
20231127:0610,0,0,0,6.45,1.86,0
20231127:0710,0.4,6.62,1.92,6.58,1.86,0
20231127:0810,208.65,258.64,10.87,6.98,1.52,0
20231127:0910,157.91,200.66,18.33,9.91,1.1,0
20231127:1010,167.7,214.69,23.73,11.8,0.69,0
20231127:1110,475.47,617.02,26.52,13.03,0,0
20231127:1210,386.3,489.17,26.34,13.77,0.76,0
20231127:1310,561.41,733.18,23.22,14.2,1.1,0
20231127:1410,399.21,504.33,17.54,14.28,1.38,0
20231127:1510,98.16,134.42,9.88,13.89,1.59,0
20231127:1610,0,0,0,12.78,1.59,0
20231127:1710,0,0,0,11.77,1.24,0
20231127:1810,0,0,0,10.87,0.83,0
20231127:1910,0,0,0,11.4,0.41,0
20231127:2010,0,0,0,9.98,1.1,0
20231127:2110,0,0,0,8.89,1.66,0
20231127:2210,0,0,0,8.79,1.72,0
20231127:2310,0,0,0,8.63,1.59,0
20231128:0010,0,0,0,8.28,1.72,0
20231128:0110,0,0,0,7.84,1.72,0
20231128:0210,0,0,0,7.5,1.79,0
20231128:0310,0,0,0,7.19,1.72,0
20231128:0410,0,0,0,6.93,1.66,0
20231128:0510,0,0,0,6.57,1.66,0
20231128:0610,0,0,0,6.36,1.79,0
20231128:0710,0.4,6.62,1.73,6.57,1.72,0
20231128:0810,42.37,64.82,10.68,7.15,1.45,0
20231128:0910,85.44,117.11,18.13,10.41,1.03,0
20231128:1010,80.47,112.57,23.53,12.97,1.24,0
20231128:1110,538.05,695.37,26.33,14.03,1.38,0
20231128:1210,96.3,132.44,26.17,14.72,1.24,0
20231128:1310,212.61,271.42,23.07,14.95,0.83,0
20231128:1410,76.75,108.67,17.42,14.75,1.66,0
20231128:1510,90.41,125.13,9.79,14.11,2,0
20231128:1610,0,0,0,13.04,2.07,0
20231128:1710,0,0,0,11.81,2.28,0
20231128:1810,0,0,0,11.19,2.55,0
20231128:1910,0,0,0,11.19,1.79,0
20231128:2010,0,0,0,10.58,2.14,0
20231128:2110,0,0,0,10.05,2.28,0
20231128:2210,0,0,0,9.75,2.14,0
20231128:2310,0,0,0,9.29,1.79,0
20231129:0010,0,0,0,8.75,1.38,0
20231129:0110,0,0,0,8.81,0.97,0
20231129:0210,0,0,0,8.6,0.9,0
20231129:0310,0,0,0,8.38,1.1,0
20231129:0410,0,0,0,8.02,1.1,0
20231129:0510,0,0,0,7.96,0.9,0
20231129:0610,0,0,0,8.09,0.69,0
20231129:0710,0,0.95,1.55,7.99,0.83,0
20231129:0810,17.1,33.11,10.49,8.24,0.76,0
20231129:0910,21.95,39.73,17.94,9.6,1.31,0
20231129:1010,32.2,52.97,23.34,10.36,2.21,0
20231129:1110,40.49,63.38,26.15,10.85,2.76,0
20231129:1210,40.43,63.38,26.01,11.24,3.17,0
20231129:1310,29.8,50.14,22.93,11.48,3.24,0
20231129:1410,31.22,52.03,17.31,11.92,3.24,0
20231129:1510,28.45,48.6,9.7,12.39,3.38,0
20231129:1610,0,0,0,12.51,3.1,0
20231129:1710,0,0,0,12.08,3.24,0
20231129:1810,0,0,0,11.61,3.24,0
20231129:1910,0,0,0,11.65,3.79,0
20231129:2010,0,0,0,11.94,4.07,0
20231129:2110,0,0,0,12.14,4,0
20231129:2210,0,0,0,12.11,3.79,0
20231129:2310,0,0,0,12.21,3.59,0
20231130:0010,0,0,0,12.54,3.52,0
20231130:0110,0,0,0,12.93,3.31,0
20231130:0210,0,0,0,13.25,3.1,0
20231130:0310,0,0,0,12.85,2.28,0
20231130:0410,0,0,0,12.29,1.86,0
20231130:0510,0,0,0,11.52,1.79,0
20231130:0610,0,0,0,10.68,1.79,0
20231130:0710,0,2.84,1.37,10.77,3.24,0
20231130:0810,109.72,146.43,10.31,12.32,3.31,0
20231130:0910,364.33,452.04,17.75,14.73,3.38,0
20231130:1010,516.01,658.4,23.16,16.56,2.9,0
20231130:1110,596.04,772.51,25.97,18.02,3.52,0
20231130:1210,521.57,666.19,25.85,18.84,4.14,0
20231130:1310,476.84,605.31,22.8,19.52,4.55,0
20231130:1410,361.48,457.7,17.2,19.32,3.79,0
20231130:1510,176.98,232.36,9.62,18.61,4.14,0
20231130:1610,0,0,0,17.22,4.21,0
20231130:1710,0,0,0,15.98,4.28,0
20231130:1810,0,0,0,15.41,4.62,0
20231130:1910,0,0,0,15.53,3.86,0
20231130:2010,0,0,0,15.66,4.21,0
20231130:2110,0,0,0,15.96,4.55,0
20231130:2210,0,0,0,16.24,4.62,0
20231130:2310,0,0,0,16.62,4,0
20231201:0010,0,0,0,16.52,2.83,0
20231201:0110,0,0,0,16.13,1.03,0
20231201:0210,0,0,0,13.38,1.52,0
20231201:0310,0,0,0,12.23,1.86,0
20231201:0410,0,0,0,11.44,2,0
20231201:0510,0,0,0,10.99,2.14,0
20231201:0610,0,0,0,10.95,2.07,0
20231201:0710,0,0,0,10.29,1.03,0
20231201:0810,7.66,19.87,10.13,10.98,1.03,0
20231201:0910,10.11,23.65,17.57,11.97,1.1,0
20231201:1010,15.97,32.16,22.98,13.29,1.1,0
20231201:1110,101.78,138.38,25.81,13.74,1.17,0
20231201:1210,140.77,185.2,25.7,14.5,1.03,0
20231201:1310,43.4,68.11,22.67,14.67,0.9,0
20231201:1410,46.56,71.89,17.1,14.46,2,0
20231201:1510,30.57,51.52,9.54,13.38,2.9,0
20231201:1610,0,0,0,11.88,3.31,0
20231201:1710,0,0,0,10.6,2.83,0
20231201:1810,0,0,0,9.84,2,0
20231201:1910,0,0,0,9.88,1.79,0
20231201:2010,0,0,0,9.6,1.38,0
20231201:2110,0,0,0,9.14,1.03,0
20231201:2210,0,0,0,9.04,1.17,0
20231201:2310,0,0,0,8.87,1.1,0
20231202:0010,0,0,0,8.92,0.07,0
20231202:0110,0,0,0,8.81,0.69,0
20231202:0210,0,0,0,8.46,0.62,0
20231202:0310,0,0,0,7.56,0.97,0
20231202:0410,0,0,0,7.31,0.97,0
20231202:0510,0,0,0,7.81,0.83,0
20231202:0610,0,0,0,7.65,0.83,0
20231202:0710,0,0,0,6.19,1.1,0
20231202:0810,274.73,340.26,9.95,7.08,0.9,0
20231202:0910,463.77,580.14,17.39,9.35,0.9,0
20231202:1010,575.19,733.89,22.81,10.38,1.38,0
20231202:1110,296.84,367.52,25.64,11.02,1.24,0
20231202:1210,141.41,183.06,25.56,11.37,1.72,0
20231202:1310,570.94,719.12,22.56,11.31,2.48,0
20231202:1410,38.97,61.49,17.01,10.87,3.24,0
20231202:1510,8.95,21.76,9.47,10.19,3.45,0
20231202:1610,0,0,0,9.44,3.17,0
20231202:1710,0,0,0,8.81,3.03,0
20231202:1810,0,0,0,8.41,2.97,0
20231202:1910,0,0,0,7.89,2.83,0
20231202:2010,0,0,0,7.52,2.76,0
20231202:2110,0,0,0,7.04,2.69,0
20231202:2210,0,0,0,6.91,2.28,0
20231202:2310,0,0,0,6.7,2.07,0
20231203:0010,0,0,0,6.36,1.93,0
20231203:0110,0,0,0,5.76,1.79,0
20231203:0210,0,0,0,5.42,1.66,0
20231203:0310,0,0,0,5.52,1.72,0
20231203:0410,0,0,0,5.4,1.79,0
20231203:0510,0,0,0,4.95,1.86,0
20231203:0610,0,0,0,4.86,1.59,0
20231203:0710,0,0,0,4.11,1.93,0
20231203:0810,276.62,336.91,9.78,4.33,1.52,0
20231203:0910,468.54,575.37,17.22,6.66,1.31,0
20231203:1010,580.32,735.59,22.64,8.27,1.17,0
20231203:1110,615.12,798.2,25.49,9.42,0.83,0
20231203:1210,623.59,817.29,25.42,10.7,0.83,0
20231203:1310,554.84,708.2,22.45,11.24,1.38,0
20231203:1410,428.83,532.2,16.93,11.55,2.14,0
20231203:1510,199.5,252.82,9.41,11.28,2.48,0
20231203:1610,0,0,0,10.31,2.62,0
20231203:1710,0,0,0,9.2,2.83,0
20231203:1810,0,0,0,8.83,3.03,0
20231203:1910,0,0,0,8.02,2.76,0
20231203:2010,0,0,0,7.6,3.03,0
20231203:2110,0,0,0,7.34,3.24,0
20231203:2210,0,0,0,7.24,3.38,0
20231203:2310,0,0,0,7.24,3.72,0
20231204:0010,0,0,0,7.84,4.28,0
20231204:0110,0,0,0,8.51,4.76,0
20231204:0210,0,0,0,8.75,4.83,0
20231204:0310,0,0,0,9.01,4.62,0
20231204:0410,0,0,0,9.38,4.69,0
20231204:0510,0,0,0,9.77,5.03,0
20231204:0610,0,0,0,9.92,5.24,0
20231204:0710,0,0,0,9.92,5.52,0
20231204:0810,51.6,76.6,9.62,10.16,5.66,0
20231204:0910,192.85,238.42,17.06,10.64,5.86,0
20231204:1010,535.22,647.71,22.48,11.41,6.41,0
20231204:1110,614.84,754.05,25.34,12.34,6.48,0
20231204:1210,637.32,788.72,25.29,13.25,6.28,0
20231204:1310,561.83,694.55,22.34,13.76,5.45,0
20231204:1410,429.53,529.99,16.85,13.92,4.28,0
20231204:1510,244.2,310.22,9.35,13.6,2.55,0
20231204:1610,0,0,0,12.48,2,0
20231204:1710,0,0,0,11.04,1.79,0
20231204:1810,0,0,0,9.86,1.86,0
20231204:1910,0,0,0,8.96,1.93,0
20231204:2010,0,0,0,7.85,2,0
20231204:2110,0,0,0,7.33,1.93,0
20231204:2210,0,0,0,7,1.86,0
20231204:2310,0,0,0,6.89,1.86,0
20231205:0010,0,0,0,6.9,1.86,0
20231205:0110,0,0,0,7.3,1.86,0
20231205:0210,0,0,0,7.53,2.55,0
20231205:0310,0,0,0,7.59,2.76,0
20231205:0410,0,0,0,7.87,2.55,0
20231205:0510,0,0,0,7.64,2.14,0
20231205:0610,0,0,0,7.21,1.93,0
20231205:0710,0,0,0,7.86,1.79,0
20231205:0810,293,363.6,9.45,7.98,1.45,0
20231205:0910,447.48,555.92,16.9,9.4,1.24,0
20231205:1010,577.91,741.55,22.32,10.38,1.1,0
20231205:1110,576.99,756.68,25.2,11.03,0.28,0
20231205:1210,614.9,815.29,25.17,11.75,0.48,0
20231205:1310,447.5,563.72,22.25,12.08,1.1,0
20231205:1410,361.25,450.35,16.77,12.43,1.38,0
20231205:1510,278.5,354.16,9.3,12.26,1.03,0
20231205:1610,0,0,0,11.37,1.17,0
20231205:1710,0,0,0,10.02,1.03,0
20231205:1810,0,0,0,9.42,0.83,0
20231205:1910,0,0,0,9.59,0.62,0
20231205:2010,0,0,0,9.34,0.34,0
20231205:2110,0,0,0,8.1,1.03,0
20231205:2210,0,0,0,7.29,1.45,0
20231205:2310,0,0,0,7.07,1.59,0
20231206:0010,0,0,0,7.22,1.52,0
20231206:0110,0,0,0,7.17,1.59,0
20231206:0210,0,0,0,7.04,1.79,0
20231206:0310,0,0,0,7.11,2.07,0
20231206:0410,0,0,0,7.46,2,0
20231206:0510,0,0,0,7.58,1.93,0
20231206:0610,0,0,0,7.67,1.93,0
20231206:0710,0,0,0,7.26,1.66,0
20231206:0810,228.39,283.65,9.3,7.21,1.45,0
20231206:0910,453.17,563.3,16.74,8.45,0.9,0
20231206:1010,557.23,710.31,22.18,9.92,1.03,0
20231206:1110,605.8,789.99,25.07,10.82,0.83,0
20231206:1210,605.92,795.77,25.06,11.49,0.69,0
20231206:1310,531.52,688.99,22.16,12.17,0.48,0
20231206:1410,410.19,520.42,16.71,12.66,0.48,0
20231206:1510,222.23,282.84,9.26,12.33,1.52,0
20231206:1610,0,0,0,11.14,1.72,0
20231206:1710,0,0,0,9.92,1.52,0
20231206:1810,0,0,0,8.85,0.97,0
20231206:1910,0,0,0,9.69,0.14,0
20231206:2010,0,0,0,9.16,0.41,0
20231206:2110,0,0,0,8.31,0.9,0
20231206:2210,0,0,0,6.52,1.17,0
20231206:2310,0,0,0,4.84,1.59,0
20231207:0010,0,0,0,4.2,1.66,0
20231207:0110,0,0,0,3.75,1.59,0
20231207:0210,0,0,0,3.5,1.59,0
20231207:0310,0,0,0,3.54,1.72,0
20231207:0410,0,0,0,3.33,1.86,0
20231207:0510,0,0,0,3.09,1.93,0
20231207:0610,0,0,0,2.93,1.93,0
20231207:0710,0,0,0,3.03,1.72,0
20231207:0810,160.2,199.67,9.15,3.42,1.45,0
20231207:0910,454.03,557.6,16.59,6.11,0.9,0
20231207:1010,487.19,616.86,22.04,9.21,0.28,0
20231207:1110,558.26,723.8,24.94,11.11,0.55,0
20231207:1210,600.6,779.3,24.95,12.65,1.52,0
20231207:1310,542.01,687.03,22.07,14.02,2.69,0
20231207:1410,453.42,565.65,16.65,14.66,3.59,0
20231207:1510,177.72,228.67,9.22,14.19,4,0
20231207:1610,0,0,0,13.13,4.07,0
20231207:1710,0,0,0,12.13,4,0
20231207:1810,0,0,0,11.56,4.07,0
20231207:1910,0,0,0,10.98,3.72,0
20231207:2010,0,0,0,10.68,3.45,0
20231207:2110,0,0,0,10.3,2.97,0
20231207:2210,0,0,0,10.24,2.34,0
20231207:2310,0,0,0,10.02,1.59,0
20231208:0010,0,0,0,9.43,1.1,0
20231208:0110,0,0,0,8.76,1.45,0
20231208:0210,0,0,0,8.54,1.59,0
20231208:0310,0,0,0,8.43,1.52,0
20231208:0410,0,0,0,8.43,1.59,0
20231208:0510,0,0,0,8.55,1.72,0
20231208:0610,0,0,0,8.64,1.66,0
20231208:0710,0,0,0,8.18,1.72,0
20231208:0810,44.86,68.13,9,8.07,1.72,0
20231208:0910,81.56,111.74,16.45,9.13,1.59,0
20231208:1010,455.91,570.43,21.9,10.78,1.17,0
20231208:1110,619.74,822.46,24.82,12.58,0.69,0
20231208:1210,610.11,822.09,24.85,13.85,0.28,0
20231208:1310,546.3,724.79,22,14.52,0.21,0
20231208:1410,436.44,558.44,16.6,14.73,0.97,0
20231208:1510,123.65,165.15,9.19,14.24,1.72,0
20231208:1610,0,0,0,12.94,2,0
20231208:1710,0,0,0,11.8,1.93,0
20231208:1810,0,0,0,10.53,1.66,0
20231208:1910,0,0,0,10.04,1.72,0
20231208:2010,0,0,0,9.05,2,0
20231208:2110,0,0,0,8.54,2.14,0
20231208:2210,0,0,0,8.22,2.34,0
20231208:2310,0,0,0,7.28,2.28,0
20231209:0010,0,0,0,6.33,2.21,0
20231209:0110,0,0,0,5.72,2.21,0
20231209:0210,0,0,0,5.01,2.07,0
20231209:0310,0,0,0,4.54,2,0
20231209:0410,0,0,0,4.62,1.86,0
20231209:0510,0,0,0,4.81,1.86,0
20231209:0610,0,0,0,4.56,1.86,0
20231209:0710,0,0,0,4.76,1.72,0
20231209:0810,276.13,339.26,8.86,5.34,1.45,0
20231209:0910,323.94,397.52,16.31,8.51,0.76,0
20231209:1010,576.93,740.86,21.77,11.52,1.38,0
20231209:1110,579.89,739.27,24.71,12.98,2.41,0
20231209:1210,584.42,747.55,24.76,13.78,2.55,0
20231209:1310,272.55,340.22,21.93,14.25,2.28,0
20231209:1410,151.41,196.06,16.56,14.42,2.28,0
20231209:1510,97.27,133.3,9.16,14.17,2.28,0
20231209:1610,0,0,0,12.96,2.48,0
20231209:1710,0,0,0,11.22,2.48,0
20231209:1810,0,0,0,10.23,2.48,0
20231209:1910,0,0,0,11.16,2.14,0
20231209:2010,0,0,0,10.86,2.07,0
20231209:2110,0,0,0,10.58,1.93,0
20231209:2210,0,0,0,10.06,2.07,0
20231209:2310,0,0,0,9.26,2,0
20231210:0010,0,0,0,8.46,1.93,0
20231210:0110,0,0,0,8.19,1.86,0
20231210:0210,0,0,0,8.21,1.72,0
20231210:0310,0,0,0,8.3,1.86,0
20231210:0410,0,0,0,8.29,1.93,0
20231210:0510,0,0,0,8.06,1.86,0
20231210:0610,0,0,0,7.66,1.86,0
20231210:0710,0,0,0,7.62,2.07,0
20231210:0810,278.65,344.79,8.72,7.3,1.86,0
20231210:0910,269.86,333.09,16.18,9.85,0.9,0
20231210:1010,537.94,698.35,21.65,13.6,0.9,0
20231210:1110,525.55,673.07,24.6,15.05,2.14,0
20231210:1210,603.56,779,24.68,16.05,3.1,0
20231210:1310,521.42,663.09,21.87,16.31,3.17,0
20231210:1410,402.22,505.33,16.52,16.3,3.1,0
20231210:1510,203.46,262.4,9.15,15.81,2.9,0
20231210:1610,0,0,0,14.28,2.62,0
20231210:1710,0,0,0,12.69,2.34,0
20231210:1810,0,0,0,11.51,2.34,0
20231210:1910,0,0,0,11.72,2,0
20231210:2010,0,0,0,10.46,1.93,0
20231210:2110,0,0,0,9.32,1.86,0
20231210:2210,0,0,0,8.53,1.79,0
20231210:2310,0,0,0,8.04,1.86,0
20231211:0010,0,0,0,7.65,2,0
20231211:0110,0,0,0,7.77,2.14,0
20231211:0210,0,0,0,7.98,2.28,0
20231211:0310,0,0,0,8.17,2.41,0
20231211:0410,0,0,0,8.28,2.34,0
20231211:0510,0,0,0,7.81,2.41,0
20231211:0610,0,0,0,7.19,2.34,0
20231211:0710,0,0,0,8.15,2.21,0
20231211:0810,129.99,168.84,8.59,8.66,2,0
20231211:0910,191.02,240.25,16.06,11.56,1.59,0
20231211:1010,539.15,704.21,21.54,15.32,1.1,0
20231211:1110,515.89,686.77,24.5,17.77,0.55,0
20231211:1210,514.85,694.58,24.6,18.87,0.21,0
20231211:1310,429.08,564.36,21.82,19.19,0.48,0
20231211:1410,313.07,403.27,16.49,18.9,0.97,0
20231211:1510,141.86,190.3,9.14,17.79,1.17,0
20231211:1610,0,0,0,16.27,1.03,0
20231211:1710,0,0,0,15.27,0.62,0
20231211:1810,0,0,0,14.44,0.76,0
20231211:1910,0,0,0,12.68,1.66,0
20231211:2010,0,0,0,12.24,2.21,0
20231211:2110,0,0,0,11.37,2.28,0
20231211:2210,0,0,0,10.19,2.14,0
20231211:2310,0,0,0,9.62,2.07,0
20231212:0010,0,0,0,9.48,2,0
20231212:0110,0,0,0,9.7,2,0
20231212:0210,0,0,0,9.87,1.93,0
20231212:0310,0,0,0,9.61,1.86,0
20231212:0410,0,0,0,9.16,2,0
20231212:0510,0,0,0,8.95,2.28,0
20231212:0610,0,0,0,8.73,2.34,0
20231212:0710,0,0,0,9.73,2.48,0
20231212:0810,5.33,16.08,8.47,9.78,2.34,0
20231212:0910,50.36,75.68,15.94,11.41,1.72,0
20231212:1010,215.67,273.14,21.43,13.97,1.1,0
20231212:1110,209.97,269.8,24.41,15.84,0.62,0
20231212:1210,289.79,371.61,24.53,17,0.41,0
20231212:1310,210.97,271.88,21.77,17.23,0.9,0
20231212:1410,142.96,189.12,16.46,17.13,1.03,0
20231212:1510,108.27,148.43,9.13,16.47,0.83,0
20231212:1610,0,0,0,15.11,0.69,0
20231212:1710,0,0,0,13.86,0.76,0
20231212:1810,0,0,0,12.19,1.31,0
20231212:1910,0,0,0,12.79,1.1,0
20231212:2010,0,0,0,12.56,0.97,0
20231212:2110,0,0,0,11.93,0.97,0
20231212:2210,0,0,0,11.98,0.76,0
20231212:2310,0,0,0,10.87,1.1,0
20231213:0010,0,0,0,10.83,0.97,0
20231213:0110,0,0,0,11.56,0.62,0
20231213:0210,0,0,0,11.07,0.76,0
20231213:0310,0,0,0,10.39,1.72,0
20231213:0410,0,0,0,10.8,2.34,0
20231213:0510,0,0,0,10.9,2,0
20231213:0610,0,0,0,10.51,1.59,0
20231213:0710,0,0,0,10.86,0.14,0
20231213:0810,7.08,18.92,8.35,10.41,0.48,0
20231213:0910,34.41,55.81,15.83,10.27,0.62,0
20231213:1010,65.25,93.65,21.33,11.09,0.69,0
20231213:1110,113.34,150.61,24.33,11.65,1.31,0
20231213:1210,119.42,157.63,24.47,12.05,2.21,0
20231213:1310,230.99,287.89,21.73,12.23,2,0
20231213:1410,237.32,295.9,16.45,12.56,1.86,0
20231213:1510,236.72,299.85,9.14,12.56,2.07,0
20231213:1610,0,0,0,11.48,1.93,0
20231213:1710,0,0,0,10.44,1.72,0
20231213:1810,0,0,0,9.77,1.45,0
20231213:1910,0,0,0,9.75,0.69,0
20231213:2010,0,0,0,7.78,1.38,0
20231213:2110,0,0,0,6.4,1.52,0
20231213:2210,0,0,0,5.81,1.45,0
20231213:2310,0,0,0,5.1,1.86,0
20231214:0010,0,0,0,5.17,2.07,0
20231214:0110,0,0,0,5.25,1.93,0
20231214:0210,0,0,0,5.24,2.14,0
20231214:0310,0,0,0,5,2.21,0
20231214:0410,0,0,0,5.67,2,0
20231214:0510,0,0,0,5.34,2.28,0
20231214:0610,0,0,0,4.92,2.55,0
20231214:0710,0,0,0,5.12,2.83,0
20231214:0810,235.52,289.17,8.23,5.34,2.76,0
20231214:0910,451.01,549.25,15.72,7.89,2.48,0
20231214:1010,563.54,705.45,21.24,10.25,2.41,0
20231214:1110,631.02,800.39,24.25,11.66,3.03,0
